"id","application","benchmark","file","line","function","version"
"a4ce0222-e283-4fd2-af03-0e12f2223980","csuFaceIdEval_5.1","ALPBench","csuEBGMMeasure.c","307","main","v1.0"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","autocoder.c","163","autocoder_decode","default"
"14053ed6-240b-44f7-aa83-09b557e539ee","h263dec","mediabench","recon.c","450","recv","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","mode_decision.c","869","submacroblock_mode_decision","default"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_pitch_analysis_core.c","268","SKP_Silk_pitch_analysis_core","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","2901","z_solve","2.3-OpenACC-C"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","macroblock.c","171","proceed2nextMacroblock","v1.1"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","4736","s481","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","431","do_refine","2.3-OpenACC-C"
"abf501a4-8f47-4a59-b1a0-44b00a72fe27","mozjpeg","GitApps","jcmarker.c","413","emit_dac","default"
"54654ab6-2bc0-4aaa-93b9-19f024a64a01","flac","libraries","lpc.c","996","FLAC_lpc_restore_signal","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","912","lhsx","2.3-OpenACC-C"
"45b5111a-30d1-414a-ac0a-5c58f1d51f37","MPGenc","ALPBench","transfrm.c","436","add_pred","v1.0"
"b0ae4577-72b2-443a-aa4b-bc72c86cb93d","186.crafty","spec2000","init.c","190","InitializeAttackBoards","v1.3"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","1277","s124","default"
"7cf1d9da-8101-42bf-be41-27a23ef8d4e4","171.swim","spec2000","swim.c","540","calc2","v1.3"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","permutat.c","423","LtPerm22","default"
"daccab2c-ec58-41c9-beea-f15be508436a","pifft","FreeBench","fftsg.c","2559","rftfsub","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","15422","func9","SERIAL"
"938ba3f1-8ce8-4e4e-a374-a5f2213d7a1a","linear-algebra-kernels-mvt","polybench","mvt.c","91","kernel_mvt","4.1"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","image.c","2124","PaddAutoCropBorders","v1.1"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","mason.c","83","mortar","2.3-OpenACC-C"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","ac3enc.c","602","encode_exp","default"
"a46358ff-6bba-4292-b23b-c5f9e9cfa7e4","BT","NPB","bt.c","261","rhs_norm","2.3-OpenACC-C"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","4276","s353","default"
"26166dea-4a8b-479a-a5d8-04b381eb077a","482.sphinx3","spec2006","feat.c","420","feat_array_alloc","v1.1"
"9e7a6c2f-6520-4cae-a913-f01fa1b0f93e","gsm","mediabench","lpc.c","209","Reflection_coefficients","default"
"abf501a4-8f47-4a59-b1a0-44b00a72fe27","mozjpeg","GitApps","jcmaster.c","699","select_scans","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","mpegaudiodec.c","372","decode_init","default"
"2b575b90-58f1-46a3-a7c6-5fe19f136533","darknet","machinelearning","parser.c","456","parse_route","default"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","3067","ssor","2.3-OpenACC-C"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","util.c","418","Perl_fbm_compile","v1.1"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","block.c","610","dct_luma_16x16","default"
"be99b666-ff82-429e-b4c7-dd647519a928","cg","netlib","cg_rc_prb.c","119","test01","default"
"d9dd69b1-3130-4dde-8fd3-0aace6f5d093","254.gap","spec2000","finfield.c","505","RootFiniteField","v1.3"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","rdopt.c","2077","store_macroblock_parameters","v1.1"
"dbb0e1f3-2b21-4533-bfb5-7622012a6bd0","rbm","cortexsuite","main.c","80","activateVisibleUnits","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","rdopt.c","3092","StoreNewMotionVectorsBlock8x8","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","1028","lhsy","2.3-OpenACC-C"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","generic_code.c","95","generic_model_init","default"
"143b62e2-2cf7-4f05-a541-4876545e473f","medley-deriche","polybench","deriche.c","35","init_array","4.1"
"57f5968f-a13f-48e5-8e7b-434ec8c25e2e","h264dec-ldecod","mediabench","block.c","780","itrans","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","h263dec.c","367","h263_find_frame_end","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","vlc.c","620","writeUVLC2buffer","default"
"d9dd69b1-3130-4dde-8fd3-0aace6f5d093","254.gap","spec2000","integer.c","761","ProdInt","v1.3"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","lodepng.c","3893","unfilterScanline","default"
"26166dea-4a8b-479a-a5d8-04b381eb077a","482.sphinx3","spec2006","vithist.c","507","vithist_utt_end","v1.1"
"eba470cf-aab6-44dc-ac96-71836d74ef34","clustering-spectral","cortexsuite","kmeans.c","109","k_means","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","868","remap","2.3-OpenACC-C"
"6b0d5ead-2879-4fcb-88aa-41cacefa55bd","CG","NPB","cg.c","174","main","2.3-OpenACC-C"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","matchpat.c","512","dfa_prepare_for_match","v1.1"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","transfer.c","689","transfb_nc2","2.3-OpenACC-C"
"62b114a7-0f39-4233-9e03-68f7a1a0933f","linpack","netlib","newlinpack.c","713","daxpy_ur","default"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_VAD.c","120","SKP_Silk_VAD_GetSA_Q8","default"
"2c6f1989-b804-4de3-a27f-5d3a22ef7df4","libpng","libraries","pngrtran.c","2778","png_do_read_filler","default"
"964f604f-1cd7-4f00-adf9-cef96b121606","456.hmmer","spec2006","trace.c","155","P7ReverseTrace","v1.1"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","1135","error","2.3-OpenACC-C"
"061a23ae-0741-4f06-b402-032735e96352","301.apsi","spec2000","apsi.c","5643","smth","v1.3"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","mason.c","1708","mor_s_e","2.3-OpenACC-C"
"19f5583c-6036-4029-b06b-e97ce29d7bc4","rasta","mediabench","noise_est.c","409","comp_noisepower","default"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","2045","pintgr","2.3-OpenACC-C"
"6b0d5ead-2879-4fcb-88aa-41cacefa55bd","CG","NPB","cg.c","549","conj_grad","2.3-OpenACC-C"
"02f8f105-b887-414c-aeaf-335111c3e600","h264enc-ldecod","mediabench","macroblock.c","2812","readCBPandCoeffsFromNAL","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","macroblock.c","4366","find_sad_16x16","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","vector.c","384","DiffVectorVector","default"
"899897aa-70d3-40f0-9784-9dcbfc104736","183.equake","spec2000","quake.c","1490","mem_init","v1.3"
"e90955a5-6c8c-409d-af83-2c5778d5419e","256.bzip2","spec2000","bzip2.c","2152","sortIt","v1.3"
"f86801b9-79fa-4198-8efc-96099b09dc78","MPGdec","ALPBench","recon.c","1187","form_component_prediction2","v1.0"
"fa283900-0e33-46eb-9d0c-6f32184dfc7b","linear-algebra-blas-syrk","polybench","syrk.c","83","kernel_syrk","4.1"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","branch.c","324","main","SERIAL"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1818","endloop","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","2535","s254","default"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","sds.c","616","sds_read_f","default"
"061a23ae-0741-4f06-b402-032735e96352","301.apsi","spec2000","apsi.c","3856","dpdx","v1.3"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","rate.c","146","od_bexp64","default"
"d6893d2d-e80a-41a2-97d5-a68e57ec24d6","255.vortex","spec2000","query.c","1668","Query_CompareWild","v1.3"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","regcomp.c","3963","S_regclass","v1.1"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","h263.c","1830","init_uni_dc_tab","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","mason.c","2179","mor_ne","2.3-OpenACC-C"
"2b575b90-58f1-46a3-a7c6-5fe19f136533","darknet","machinelearning","parser.c","273","parse_region","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","mpegaudiodec.c","483","decode_init","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","144","sum1d","default"
"2b575b90-58f1-46a3-a7c6-5fe19f136533","darknet","machinelearning","blas.c","210","softmax","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","2037","verify","2.3-OpenACC-C"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","influence.c","1569","compute_escape_influence","v1.1"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","q_matrix.c","482","CalculateQuantParam","default"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","ns.c","892","setexcl","v1.1"
"061a23ae-0741-4f06-b402-032735e96352","301.apsi","spec2000","apsi.c","9637","radf4","v1.3"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","g72x.c","302","g72x_read_f","default"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1620","endloop","default"
"d965f14b-5a25-44ec-8519-c60ef13c6b56","Amr","Kernels","amr.c","441","main","SERIAL"
"964f604f-1cd7-4f00-adf9-cef96b121606","456.hmmer","spec2006","histogram.c","150","AddToHistogram","v1.1"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","permutat.c","2852","FuncCyclePermInt","default"
"b4afc185-6c10-433d-9308-c2896e362069","linear-algebra-blas-syr2k","polybench","syr2k.c","90","kernel_syr2k","4.1"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","893","s1112","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","1642","compute_rhs","2.3-OpenACC-C"
"26166dea-4a8b-479a-a5d8-04b381eb077a","482.sphinx3","spec2006","new_fe_sp.c","207","fe_pre_emphasis","v1.1"
"3c801a34-bb19-4c51-8b39-b3bdde4e9213","default","scimark2","kernel.c","145","kernel_measureSparseMatMult","default"
"5146769f-df15-403c-8489-6b25eb397efa","libogg","libraries","framing.c","1530","test_pack","default"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","sds.c","446","sds_2byte_read","default"
"19f5583c-6036-4029-b06b-e97ce29d7bc4","rasta","mediabench","fft.c","103","fft_pow","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","rdopt.c","3495","assign_enc_picture_params","default"
"f22d52b9-f79e-4747-b37c-4eed87681ccc","libdeep","libraries","lodepng.c","1052","getTreeInflateDynamic","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","rdopt.c","2979","RestoreMVBlock8x8","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","424","do_refine","2.3-OpenACC-C"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","gap.c","2361","InitHasFiltListTNumsFromTable","default"
"968643b8-9101-4005-a503-9ad0540a3e99","crystalMk","ASC-llnl","SPEdriver.c","116","SPEdriver","v1.0"
"3112ff97-1a98-4a8a-8aa2-a89a0e510e20","IRSmk","ASC-llnl","rmatmult3.c","79","rmatmult3","v1.0"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","pvq_decoder.c","341","od_pvq_decode","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","3887","s3113","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","mpegaudiodec.c","320","decode_init","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","4116","s342","default"
"e90955a5-6c8c-409d-af83-2c5778d5419e","256.bzip2","spec2000","bzip2.c","2615","undoReversibleTransformation_fast","v1.3"
"b5e05266-9ade-4e72-8848-b787bf7c047e","neural","FreeBench","neural.c","258","hamming","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","permutat.c","1109","LQuoPerm22","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","3609","s316","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","adapt.c","791","check_refine","2.3-OpenACC-C"
"689c1710-8156-4e21-8d3c-1e3a542e629c","sphinx","cortexsuite","acmod.c","1245","acmod_flags2list","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","transfer.c","743","transfb_nc1","2.3-OpenACC-C"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","sysfiles.c","3168","syFgets","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","blister.c","873","PosBlist","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","19482","func31","SERIAL"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","mv-search.c","372","SetupFastFullPelSearch","default"
"8fe11be2-f2d0-45c8-b720-de3cde6b169d","cnn","cortexsuite","MNistDoc.c","627","ApplyDistortionMap","default"
"a2f59262-1389-423f-978d-777bd8fc9029","linear-algebra-kernels-bicg","polybench","bicg.c","35","init_array","4.1"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","1989","s222","default"
"8f1f8a51-d749-4df7-841f-5e677cb496e0","Transpose","Kernels","transpose.c","136","main","SERIAL"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","lencod.c","706","init_img","default"
"9af1ca71-3607-4838-8070-9eb15bd2ae15","253.perlbmk","spec2000","md5c.c","336","MD5_memcpy","v1.3"
"57f5968f-a13f-48e5-8e7b-434ec8c25e2e","h264dec-ldecod","mediabench","block.c","1013","itrans_2","default"
"2d51d50d-c14d-48f0-a86f-23483f3610b3","433.milc","spec2006","gauge_stuff.c","148","char_num","v1.1"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","rdopt.c","1612","SetCoeffAndReconstruction8x8","v1.1"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","block.c","948","dct_luma","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","permutat.c","1426","PowPerm2Int","default"
"3fed7e45-6769-42c5-bf31-7b9f717c29a4","179.art","spec2000","scanner.c","978","setup_base_pattern","v1.3"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","rdopt.c","425","RDCost_for_4x4IntraBlocks","default"
"689c1710-8156-4e21-8d3c-1e3a542e629c","sphinx","cortexsuite","fe_sigproc.c","928","fe_spec_magnitude","default"
"ca618125-7586-41d9-b70f-9605fdd4958c","175.vpr","spec2000","rr_graph.c","996","alloc_and_load_clb_pin_to_tracks","v1.3"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","32476","func39","SERIAL"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","1961","endloop","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","vec8bit.c","1927","FuncDIFF_VEC8BIT_VEC8BIT","default"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","bitstream.c","151","build_table","default"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","macroblock.c","524","start_macroblock","v1.1"
"38e86c6a-9233-47b1-adb2-4eba948b06af","458.sjeng","spec2006","search.c","1738","think","v1.1"
"aeac982e-58a5-4135-866e-0ad1de6e761d","401.bzip2","spec2006","compress.c","400","sendMTFValues","v1.1"
"45b5111a-30d1-414a-ac0a-5c58f1d51f37","MPGenc","ALPBench","predict.c","519","pred_comp","v1.0"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","dsputil.c","364","w_c","default"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","precond.c","113","setpcmo_pre","2.3-OpenACC-C"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","xi.c","1154","dles2d_array","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","2502","s253","default"
"2ff98fa2-83b6-4295-a0da-b7824cb706bb","mpeg4dec","mediabench","h263.c","1818","init_mv_penalty_and_fcode","default"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_find_pred_coefs_FIX.c","49","SKP_Silk_find_pred_coefs_FIX","default"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","op.c","2669","Perl_pmtrans","v1.1"
"964f604f-1cd7-4f00-adf9-cef96b121606","456.hmmer","spec2006","sre_random.c","73","sre_random","v1.1"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","mv-search.c","1000","FastFullPelBlockMotionSearch","default"
"ca618125-7586-41d9-b70f-9605fdd4958c","175.vpr","spec2000","stats.c","146","load_channel_occupancies","v1.3"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_schur64.c","69","SKP_Silk_schur64","default"
"2b575b90-58f1-46a3-a7c6-5fe19f136533","darknet","machinelearning","blas.c","155","scal_cpu","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","2804","s274","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","3165","s281","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","2073","s1232","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","26794","func16","SERIAL"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","mason.c","2166","mor_ne","2.3-OpenACC-C"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","17862","func30","SERIAL"
"d6893d2d-e80a-41a2-97d5-a68e57ec24d6","255.vortex","spec2000","tree0.c","604","Tree_Concatenate","v1.3"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","vox_adpcm.c","327","vox_write_i","default"
"26a39633-5b80-4207-a8ce-f1057a313a5b","SP","NPB","sp.c","2539","y_solve","2.3-OpenACC-C"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","sim_util.c","149","reset_energies","v1.1"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","dsputil.c","3783","dsputil_static_init","default"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","mv-search.c","295","SetupLargerBlocks","v1.1"
"d965f14b-5a25-44ec-8519-c60ef13c6b56","Amr","Kernels","amr.c","285","main","SERIAL"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","regcomp.c","580","S_cl_and","v1.1"
"97bc8b56-4f5c-4409-b1e7-8805673330e2","twolame","libraries","encode.c","364","find_sf_max","default"
"fa283900-0e33-46eb-9d0c-6f32184dfc7b","linear-algebra-blas-syrk","polybench","syrk.c","39","init_array","4.1"
"9e7a6c2f-6520-4cae-a913-f01fa1b0f93e","gsm","mediabench","short_term.c","125","Coefficients_27_39","default"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","intra.c","54","od_hv_intra_pred","default"
"38e86c6a-9233-47b1-adb2-4eba948b06af","458.sjeng","spec2006","moves.c","875","f_in_check","v1.1"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","rdopt.c","2889","StoreMVBlock8x8","default"
"6c4a456f-3ec7-4ff6-be71-6fc6a024453d","172.mgrid","spec2000","mgrid.c","945","zran3","v1.3"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","rdopt.c","2707","SetRefAndMotionVectors","default"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","18670","func11","SERIAL"
"1f71e097-a54f-4e21-aa18-60c01ec75f66","libsndfile","libraries","sds.c","490","sds_3byte_read","default"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","vecffe.c","241","SumVecFFEVecFFE","default"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","innerc.c","3844","inl1120","v1.1"
"b0ae4577-72b2-443a-aa4b-bc72c86cb93d","186.crafty","spec2000","setboard.c","167","SetBoard","v1.3"
"968643b8-9101-4005-a503-9ad0540a3e99","crystalMk","ASC-llnl","Crystal_div.c","43","Crystal_div","v1.0"
"d9dd69b1-3130-4dde-8fd3-0aace6f5d093","254.gap","spec2000","vecffe.c","1116","SumVecFFEFFE","v1.3"
"45f798f8-0155-4c1a-a729-392483621301","445.gobmk","spec2006","persistent.c","602","reading_hotspots","v1.1"
"b0ae4577-72b2-443a-aa4b-bc72c86cb93d","186.crafty","spec2000","iterate.c","189","Iterate","v1.3"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","1625","s1161","default"
"301d9585-272e-4ae4-b0df-f34f93841fae","silk","libraries","SKP_Silk_PLC.c","176","SKP_Silk_PLC_conceal","default"
"d6893d2d-e80a-41a2-97d5-a68e57ec24d6","255.vortex","spec2000","tree00.c","165","Tree_AddInto","v1.3"
"dad59000-ff7b-4eeb-8a88-9f07fb1e55b0","Branch","Kernels","func.c","13800","func8","SERIAL"
"e60df686-69f5-4976-b8e7-2513619f1259","liblinear","cortexsuite","linear.c","254","l2r_l2_svc_fun_grad","default"
"1e5201b1-b9b4-442e-960e-94b11bbc01bc","mpeg4enc","mediabench","ac3enc.c","436","fft","default"
"8437441e-5a5d-4f08-b03a-e308d57885a7","lame","libraries","lame.c","2554","lame_bitrate_stereo_mode_hist","default"
"6b0d5ead-2879-4fcb-88aa-41cacefa55bd","CG","NPB","cg.c","227","main","2.3-OpenACC-C"
"19f5583c-6036-4029-b06b-e97ce29d7bc4","rasta","mediabench","fvecsubs.c","161","norm_fvec","default"
"be99b666-ff82-429e-b4c7-dd647519a928","cg","netlib","cg_rc_prb.c","154","test01","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","lencod.c","2173","get_mem_mv","default"
"d9dd69b1-3130-4dde-8fd3-0aace6f5d093","254.gap","spec2000","vecffe.c","2823","DegreeVecFFE","v1.3"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","2471","s252","default"
"061a23ae-0741-4f06-b402-032735e96352","301.apsi","spec2000","apsi.c","3016","dudtz","v1.3"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","mv-search.c","275","SetupLargerBlocks","v1.1"
"50b8bfaf-8ba7-493e-a226-8d2ec67d0078","UA-SNU","NPB","precond.c","548","setpcmo","2.3-OpenACC-C"
"f58183b8-3f35-419d-807e-83e8661d3dd3","gap","GitApps","trans.c","2562","FuncCYCLES_TRANS_LIST","default"
"23155c0c-6959-43e3-957b-9e85593448bd","h264dec-lencod","mediabench","intrarefresh.c","125","RandomIntraNewPicture","default"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","pvq.c","603","od_apply_householder","default"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","op.c","6191","Perl_ck_subr","v1.1"
"97bc8b56-4f5c-4409-b1e7-8805673330e2","twolame","libraries","psycho_3.c","462","psycho_3_init","default"
"b6c9109d-bfb5-4e21-af8c-8b0bd75bb571","197.parser","spec2000","idiom.c","37","is_idiom_string","v1.3"
"c3f1334a-f0c9-44bc-a75e-4c9b5ebad27b","livermore","livermore","lloops.c","2120","init","default"
"a46358ff-6bba-4292-b23b-c5f9e9cfa7e4","BT","NPB","bt.c","1808","compute_rhs","2.3-OpenACC-C"
"54654ab6-2bc0-4aaa-93b9-19f024a64a01","flac","libraries","lpc.c","977","FLAC_lpc_restore_signal","default"
"30d681f7-f3ac-4484-8cb1-d0a88edb4d0c","h264enc-lencod","mediabench","mv-search.c","269","SetupLargerBlocks","default"
"5d5689b3-cca7-48f1-93ae-d582b66c1cbb","400.perlbench","spec2006","regcomp.c","4105","S_regclass","v1.1"
"566c5a00-db82-452c-8493-b0608aa83a58","LU","NPB","lu.c","3142","verify","2.3-OpenACC-C"
"a577aec7-3161-48d5-a2c3-4aa8edb5d98a","jacobi","netlib","jacobi_eigenvalue.c","438","r8mat_is_eigen_right","default"
"dbb0e1f3-2b21-4533-bfb5-7622012a6bd0","rbm","cortexsuite","main.c","162","train","default"
"f3a3a269-a04c-4cfa-8c64-7c6fe2a3625d","464.h264ref","spec2006","block.c","1067","dct_luma","v1.1"
"f32e1fb9-3cbb-4074-b3a5-920fc2bb5fd0","linear-algebra-blas-gemm","polybench","gemm.c","43","init_array","4.1"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","pvq.c","835","od_pvq_compute_gain","default"
"a80d64d6-a725-458a-95bf-7bf94361b0ea","default","TSVC","tsc.c","5399","set","default"
"b53a2031-612b-4e8f-9b08-056c618c627c","300.twolf","spec2000","mergplist.c","112","add_pins","v1.3"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","mdebin.c","275","copy_energy","v1.1"
"d965f14b-5a25-44ec-8519-c60ef13c6b56","Amr","Kernels","amr.c","502","main","SERIAL"
"74df51a8-f031-493e-8814-af9fb2bb2cf7","daala","libraries","dct.c","8294","ieee1180_test_block","default"
"62b114a7-0f39-4233-9e03-68f7a1a0933f","linpack","netlib","newlinpack.c","718","daxpy_ur","default"
"facfe86b-107f-4487-8ae3-a453312a0b9f","435.gromacs","spec2006","ns.c","1232","get_dx","v1.1"
"dbb0e1f3-2b21-4533-bfb5-7622012a6bd0","rbm","cortexsuite","main.c","213","processLine","default"
"e36e760a-bc0d-40db-9d8f-f08f642362e1","MG","NPB","mg.c","428","psinv","2.3-OpenACC-C"
