alg,run,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_CA_SHR,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_HW_INT,PAPI_BR_CN,PAPI_BR_TKN,PAPI_BR_NTK,PAPI_BR_MSP,PAPI_BR_PRC,PAPI_TOT_IIS,PAPI_TOT_INS,PAPI_FP_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_BR_INS,PAPI_VEC_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_L1_DCH,PAPI_L1_DCA,PAPI_L2_DCA,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L1_ICH,PAPI_L2_ICH,PAPI_L1_ICA,PAPI_L2_ICA,PAPI_L2_TCH,PAPI_L1_TCA,PAPI_L2_TCA,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_FML_INS,PAPI_FDV_INS,PAPI_FP_OPS,PAPI_SP_OPS,PAPI_DP_OPS,PAPI_VEC_SP,PAPI_VEC_DP,PAPI_REF_CYC,time
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_541,-D PARAM_SIZE=700000,11203,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11203,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.418000,3688
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_541,-D PARAM_SIZE=800000,468,34,738,0,0,738,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-468,0,0,0,0,-34,0,0,0,-738,0,0,0,0,0,0,0,0,0,0,0,0,10.586000,3788
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_541,-D PARAM_SIZE=900000,2062,35,5043,0,0,5043,0,0,0,0,0,0,0,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2062,0,0,0,0,-35,0,0,0,-5043,0,0,0,0,0,0,0,0,0,0,0,0,11.951000,3884
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_541,-D PARAM_SIZE=1000000,7395,36,7049,0,0,7049,0,0,0,0,0,0,0,7049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7395,0,0,0,0,-36,0,0,0,-7049,0,0,0,0,0,0,0,0,0,0,0,0,14.040000,3984
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_118,,269,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-269,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246000,3004
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1818,,326,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-326,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302000,3016
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=316 -D PARAM_GROUP_SIZE=316,271,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=632 -D PARAM_GROUP_SIZE=632,290,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-290,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303000,3008
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=948 -D PARAM_GROUP_SIZE=948,361,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-361,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=1264 -D PARAM_GROUP_SIZE=1264,386,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-386,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308000,3008
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=1581 -D PARAM_GROUP_SIZE=1581,323,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-323,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306000,3008
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=1897 -D PARAM_GROUP_SIZE=1897,379,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-379,0,0,0,0,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=2213 -D PARAM_GROUP_SIZE=2213,343,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-343,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=2529 -D PARAM_GROUP_SIZE=2529,257,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-257,0,0,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=2846 -D PARAM_GROUP_SIZE=2846,125,35,42,0,0,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-125,0,0,0,0,-35,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,0.331000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_585,-D PARAM_NB_GROUPS=3162 -D PARAM_GROUP_SIZE=3162,317,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-317,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=50000,12780,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12780,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245000,3792
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=100000,25328,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25328,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.787000,4572
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=150000,37898,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37898,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.749000,5352
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=200000,50499,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50499,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.464000,6132
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=250000,62949,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62949,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.029000,6920
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=300000,13990,35,50505,0,0,50505,0,0,0,0,0,0,0,50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13990,0,0,0,0,-35,0,0,0,-50505,0,0,0,0,0,0,0,0,0,0,0,0,11.491000,7692
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=350000,37,38,67523,0,0,67523,0,0,0,0,0,0,0,67523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,-38,0,0,0,-67523,0,0,0,0,0,0,0,0,0,0,0,0,13.084000,8484
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=400000,100514,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100514,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.742000,9260
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=450000,37691,37,106371,0,0,106371,0,0,0,0,0,0,0,106371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37691,0,0,0,0,-37,0,0,0,-106371,0,0,0,0,0,0,0,0,0,0,0,0,16.825000,10036
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_119,-D PARAM_N2=500000,78483,69,120452,0,0,120452,0,0,0,0,0,0,0,120452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78483,0,0,0,0,-69,0,0,0,-120452,0,0,0,0,0,0,0,0,0,0,0,0,18.570000,10820
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_171,,193,39,133,0,0,133,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-193,0,0,0,0,-39,0,0,0,-133,0,0,0,0,0,0,0,0,0,0,0,0,0.259000,3004
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=316 -D PARAM_LN=316,271,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271,0,0,0,0,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551000,3004
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=632 -D PARAM_LN=632,162,46,52,0,0,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162,0,0,0,0,-46,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,1.427000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=948 -D PARAM_LN=948,290,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-290,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.803000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=1264 -D PARAM_LN=1264,216,12,-45,87,0,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-216,0,0,0,0,-12,-87,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,5.325000,3016
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=1581 -D PARAM_LN=1581,248,17,-37,64,1278,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-248,0,0,0,0,-17,-64,0,0,-27,0,0,0,0,0,0,0,0,0,0,0,0,8.186000,3008
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=1897 -D PARAM_LN=1897,181,61,1,17,911,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-181,0,0,0,0,-61,-17,0,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,10.598000,3008
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=2213 -D PARAM_LN=2213,260,18,12,2,590,14,36,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-260,0,0,0,0,-18,-2,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,14.738000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=2529 -D PARAM_LN=2529,325,40,7,0,655,7,60,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-325,0,0,0,0,-40,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,18.555000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=2846 -D PARAM_LN=2846,231,12,18,0,478,18,3,59,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-231,0,0,0,0,-12,0,0,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,23.383000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_352,-D PARAM_N=3162 -D PARAM_LN=3162,202,26,12,0,738,12,65,11,0,749,306,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-202,0,0,0,0,-26,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,28.878000,3012
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_610,-D PARAM_GROUP_SIZE=316 -D PARAM_NB_GROUPS=316,424,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-424,0,0,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688000,3100
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=100000,3411,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3411,0,0,0,0,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.902000,3200
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=200000,6571,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6571,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.538000,3400
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=300000,9658,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9658,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.790000,3596
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=400000,12886,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12886,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.184000,3788
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=500000,2584,67,6813,0,0,6813,0,0,0,0,0,0,0,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2584,0,0,0,0,-67,0,0,0,-6813,0,0,0,0,0,0,0,0,0,0,0,0,7.659000,3988
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=600000,19139,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19139,0,0,0,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.120000,4176
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=700000,22156,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22156,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.541000,4372
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=800000,15356,30,10949,0,0,10949,0,0,0,0,0,0,0,10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15356,0,0,0,0,-30,0,0,0,-10949,0,0,0,0,0,0,0,0,0,0,0,0,16.225000,4568
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=900000,28434,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28434,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.526000,4772
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_1325,-D PARAM_N=1000000,28344,32,6747,0,0,6747,0,0,0,0,0,0,0,6747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28344,0,0,0,0,-32,0,0,0,-6747,0,0,0,0,0,0,0,0,0,0,0,0,14.990000,4964
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_3784,,306,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-306,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276000,3008
lore_1e5201b1-b9b4-442e-960e-94b11bbc01bc_156,,289,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-289,0,0,0,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250000,3004
