alg,run,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_CA_SHR,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_HW_INT,PAPI_BR_CN,PAPI_BR_TKN,PAPI_BR_NTK,PAPI_BR_MSP,PAPI_BR_PRC,PAPI_TOT_IIS,PAPI_TOT_INS,PAPI_FP_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_BR_INS,PAPI_VEC_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_L1_DCH,PAPI_L1_DCA,PAPI_L2_DCA,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L1_ICH,PAPI_L2_ICH,PAPI_L1_ICA,PAPI_L2_ICA,PAPI_L2_TCH,PAPI_L1_TCA,PAPI_L2_TCA,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_FML_INS,PAPI_FDV_INS,PAPI_FP_OPS,PAPI_SP_OPS,PAPI_DP_OPS,PAPI_VEC_SP,PAPI_VEC_DP,PAPI_REF_CYC,time
jacobi-2d,0,80456,56,145454,363,4171442,145817,851,13073,0,23169,73,8297725,1719743,-1515467,1661284,163,12967018,12795302,50891,51482,12916319,797676616,785173982,137329184,334999521,24916835,12638472,0,170602030,384777421,377101031,377181487,10017468,8297725,1719743,-56,-363,0,0,-145817,377181487,0,8297725,1719743,0,0,137329184,137329184,137329184,0,0,0,119.821000
jacobi-2d,1,9902957,975,2104257,451,9790198,2104708,1319,24868,0,151983,261,19935101,4805617,-2696714,4801422,230,38608142,38392901,104933,105526,38502472,2420013408,2400673981,418596885,1083885895,80794515,40807232,0,563701347,1266358885,1225143024,1235045981,24740718,19935101,4805617,1258212884,1605,1258213859,2056,24283441,2493259840,26388149,19937157,4805617,282720431,0,418596885,418596885,418596885,0,0,1234753630,368.530000
jacobi-2d,2,21565773,2140,4065070,334,21946198,4065404,2605,49106,0,345988,484,49471361,10924600,-6858465,10923869,330,88057829,87348227,180915,182977,87874992,5555319538,5506310602,963134470,2359839582,175039879,88258354,0,1216121700,2738565606,2670305850,2691871623,60395961,49471361,10924600,2725819018,3806,2725821158,4140,57289293,5417692781,61354697,49475501,10924600,615189149,0,963134470,963134470,963134470,0,0,2737026631,833.794000
jacobi-2d,3,42569638,3512,19283640,2116,42947404,19285756,2586,306757,0,657943,878,97815229,20865836,-1600497,20886253,433,167703366,166333018,278415,279937,167423614,10580115760,10487095961,1837313302,4504486897,332484281,167506187,0,2317552587,5239716330,5082757362,5125327000,118681065,97815229,20865836,5213043074,4090,5213046586,6206,97801697,10338373586,117087453,97821435,20865836,1170294032,0,1837313302,1837313302,1837313302,0,0,5235402142,1599.119000
jacobi-2d,4,72417013,3897,61837128,2354,72491908,61839482,3811,1000938,0,1115895,1384,166593910,35425045,26408541,35430941,701,284242619,283176789,396285,396448,283846156,17965305507,17794505826,3111432613,7622581087,565463248,284452933,0,4122902355,9011039660,8607422975,8679839988,202018955,166593910,35425045,8968195452,3927,8968199349,6281,139616882,17648039337,201456364,166600191,35425045,1984716942,0,3111432613,3111432613,3111432613,0,0,9005474753,2746.517000
jacobi-2d,5,127394499,6238,110497451,3901,126912320,110501352,7955,1748829,0,1760099,2235,289881502,55714798,54803819,55697533,1444,447860968,442857998,528813,535628,447321735,28237808190,27993571924,4898040796,12010242296,890351245,448138119,0,6492882319,14227179067,13547148728,13674543227,345596300,289881502,55714798,14152608911,10002,14152615149,13903,235601624,27827158376,346102976,289895405,55714798,3128800602,0,4898040796,4898040796,4898040796,0,0,14231780882,4335.180000
jacobi-2d,6,182849522,7663,165211646,5877,183263831,165217523,6339,2618221,0,2599068,3382,402187330,82450771,82758359,82459164,1692,661793007,658821490,694699,695058,661098085,41785005664,41426798271,7245875138,17755071750,1316450914,661832093,0,9612416872,21033039221,19981198189,20164047711,484638101,402187330,82450771,20972105105,10057,20972112768,15934,317922018,41136160479,483139541,402203264,82450771,4621815410,0,7245875138,7245875138,7245875138,0,0,21062091399,6415.801000
jacobi-2d,7,465142735,11593,233661150,8000,466757761,233669150,16259,3753265,0,3688480,4966,1146801403,116754088,116927723,116741427,4268,936361255,933775145,876786,877307,935484688,59102673411,58534252656,10234362542,25084298893,1863717851,937547739,0,14010412154,30148972756,28078897434,28544040169,1263555491,1146801403,116754088,29988522922,18111,29988534515,26111,1027537846,58532574684,1261206996,1146827514,116754088,6537135820,0,10234362542,10234362542,10234362542,0,0,30129812495,9180.627000
jacobi-2d,8,636126620,12572,318506154,11406,636551949,318517560,8680,5002140,0,5009077,5122,1606473053,158924065,159542324,158975236,3138,1275695024,1270960463,1075270,1081961,1274613619,80605205036,79887827547,13976595220,34257074841,2540547999,1277496477,0,19125240247,41139683857,38209982472,38846109092,1765397118,1606473053,158924065,40926038943,15595,40926051515,27001,1447069905,79772160607,1765587465,1606500054,158924065,8910411280,0,13976595220,13976595220,13976595220,0,0,41120447988,12511.390000
jacobi-2d,9,844632098,17967,422958570,13015,845205453,422971585,15876,6705835,0,6653514,7501,2085674382,211015438,211886446,211085139,4879,1691436082,1684755083,1298390,1300043,1690135594,107143684103,106215757098,18592955097,45529184796,3374120220,1696228648,0,25603521290,54744857098,50731938851,51576570949,2296689820,2085674382,211015438,54432369644,27618,54432387611,40633,1873525450,106008958560,2296497035,2085715015,211015438,11799340256,0,18592955097,18592955097,18592955097,0,0,54689223847,16646.191000
floyd-warshall,0,7792372,1198,337070,152,7850493,337222,1092,160,0,73382,320,20103800,95,-7340901,7678123,338,125620483,125422925,248329,246820,125372992,4933334744,4871997519,504850579,2256965521,251460165,126648585,0,1142510367,2484796179,2658350761,2666143133,20103895,20103800,95,2470828934,1354,2470830132,1506,20031431,5136973265,20368653,20105306,95,501400097,0,504850579,504850579,504850579,0,0,2479387759,757.125000
floyd-warshall,1,26992622,3602,9095388,639,27046421,9096027,4832,424,0,428238,1042,72932076,2882,-17370878,26466905,1304,432029812,431091936,570205,572685,431456670,16968908639,16764338455,1728820043,7746496234,859528357,431089864,0,3985583471,8580796458,9140260769,9167253391,72934958,72932076,2882,8533943323,5040,8533946925,5679,64339961,17701200316,73435988,72937755,2882,1738487018,0,1728820043,1728820043,1728820043,0,0,8581612407,2613.938000
floyd-warshall,2,64985271,8645,56429819,3036,65031570,56432855,10340,2636,0,1031219,3191,177239368,7322,-7485415,63918270,3926,1040617962,1041489753,1028822,1033596,1039584631,40924646760,40419562131,4163779011,18650339919,2077870194,1043780350,0,10027002637,21111507484,22052885028,22117870299,177246690,177239368,7322,20942314758,15564,20942323403,18600,118689227,43060193702,175122082,177257968,7322,4163392320,0,4163779011,4163779011,4163779011,0,0,21042112501,6410.229000
floyd-warshall,3,127341536,10609,108625127,4170,127352494,108629297,16532,2974,0,2013084,3954,363861591,6491,-17027880,125657177,4130,2034753133,2029414905,1602164,1605403,2033147826,79965115331,79076993265,8150412449,36551142769,4064197270,2038270390,0,19345003426,40948122188,43037026041,43164367577,363868082,363861591,6491,40654138267,17183,40654148876,21353,255507831,83818516453,364137128,363882944,6491,8160189490,1233,8150412449,8150412449,8150412449,0,0,40901012496,12420.817000
floyd-warshall,4,221366930,14294,214736386,7206,221402507,214743592,16762,3463,0,3489591,6123,652176183,8211,-4440571,219184163,6294,3538413456,3530577662,2318418,2318973,3536095520,138847542786,137337651135,14152110526,63423217094,7057085615,3540788538,0,33601073469,71100427234,74691284375,74912651305,652184394,652176183,8211,70602134891,20895,70602149185,28101,438476993,145514800490,653220585,652204284,8211,14165159326,0,14152110526,14152110526,14152110526,0,0,71104229344,21549.374000
floyd-warshall,5,352637063,30387,350623759,9238,352834807,350632997,45896,2114,0,5590406,12794,1012972095,7703,2440950,348192047,12785,5625502595,5610728365,3157136,3170485,5622331309,221169601153,218883912626,22537274011,101012869322,11226823683,5635832671,0,53762355852,113460111677,118897127081,119249764144,1012979798,1012972095,7703,112549458226,48433,112549488613,57671,663343447,231799252757,1013976444,1013029766,7703,22534585447,0,22537274011,22537274011,22537274011,0,0,113377030098,34425.944000
floyd-warshall,6,528242638,44743,526455854,11278,528604695,526467132,70718,610,0,8347431,16155,1552118309,4646,4379810,522087322,16483,8424049774,8407046899,4134876,4150463,8419901956,331070126467,327416730951,33728799087,151179291118,16811452811,8434845573,0,80268108642,169460428429,177908771497,178437014135,1552122955,1552118309,4646,168450609023,73430,168450653766,84708,1027736305,346887667901,1554203437,1552203017,4646,33754716405,0,33728799087,33728799087,33728799087,0,0,169538283517,51400.847000
floyd-warshall,7,756791235,69644,750263319,20779,757466984,750284098,113744,612,0,11961677,27911,2195844985,4054,6348915,743935183,27813,12002693335,11985954098,5239689,5243252,11997451350,472055052346,467033209063,48107477434,215531494819,23966078634,12015104781,0,114325291643,241632110498,253855360502,254612151737,2195849039,2195844985,4054,239752355165,123788,239752424809,144567,1437231371,494364576546,2187515469,2195989552,4054,48109150660,0,48107477434,48107477434,48107477434,0,0,241521284040,73306.606000
floyd-warshall,8,1043194982,82699,1031579772,23876,1044410137,1031603648,138706,259,0,16404560,33138,3071118025,3324,8693738,1022909910,32449,16510505946,16479824791,6473006,6475113,16504030894,648658734499,641781026831,66087670096,296195315907,32943588302,16519364359,0,157039112839,331916765522,348746005314,349789200296,3071121349,3071118025,3324,329576936770,146129,329577019469,170005,2044844011,679366219765,3076447659,3071288030,3324,66167751502,0,66087670096,66087670096,66087670096,0,0,331683390445,100551.352000
floyd-warshall,9,1398950429,91507,1374904152,14886,1399894920,1374919038,159194,240,0,21825800,40942,4218070603,4125,8816064,1366102974,41236,22011204162,21960188302,7841977,7843752,22003362961,864527655892,855764260124,88110548069,395076183461,43915531638,22019369188,0,208121735838,441351821610,464844593608,466243544037,4218074728,4218070603,4125,438141815598,165822,438141907105,180708,2843069621,904385451142,4217988659,4218251311,4125,88185713609,0,88110548069,88110548069,88110548069,0,0,441060849482,133503.948000
3mm,0,2960150,1362,29590,20,3094829,29610,293,0,0,22691,550,3119318,2453,-9427,39037,55,22934830,23033831,104490,104771,22830114,879926774,874191947,138212891,413941741,46224502,23211470,0,247173570,484813234,500821497,503781647,3121771,3119318,2453,482793567,236,482794929,256,3051481,986576576,3081091,3119574,2453,115084429,0,138212891,138212891,138212891,0,0,483526260,149.100000
3mm,1,12398216,1093,370372,107,11710101,370479,2058,0,0,1192845,840,11589992,4480,282662,87817,142,67832956,67802697,230945,230796,67603581,2784365467,2775925057,359443253,1211817237,135053219,67886645,0,676758050,1417100377,1467606336,1480004552,11594472,11589992,4480,1414908703,1713,1414909796,1820,11502056,2894914348,11872535,11591812,4480,290585861,0,359443253,359443253,359443253,0,0,1413201638,433.112000
3mm,2,81906063,2142,168270,66,86353109,168336,2710,0,0,70291525,1409,82754171,42070,-10300,178636,553,150297872,151636675,393816,394979,149901194,5841326167,5799156305,917123627,2753078007,308427613,154801972,0,2077004198,3715742447,3288704449,3370610512,82796241,82754171,42070,3710055364,3623,3710057506,3689,82062133,7080668018,82230469,82757860,42070,712996891,0,917123627,917123627,917123627,0,0,3701223954,1131.451000
3mm,3,258682032,2941,1280869,56,258523910,1280925,4138,0,0,258377452,2513,307796863,69559,1003437,277488,668,280848137,279799233,589848,591032,280257718,10825791046,10773940310,1687948533,4994679033,542107942,273535874,0,4911282153,7865019252,6030448305,6289130337,307866422,307796863,69559,7866184336,5551,7866187277,5607,301898727,14155317614,303179652,307802470,69559,1394546887,0,1687948533,1687948533,1687948533,0,0,7862910960,2389.236000
3mm,4,568604662,4919,4566647,364,577197503,4567011,8782,0,0,472075170,3532,711595349,102470,4154719,412292,1177,475446155,474766286,828843,828680,474624262,17914596860,17854819329,2808385574,8403749805,939154613,469948062,0,8836928438,13917160208,9952888736,10521493398,711697819,711595349,102470,13910638419,8774,13910643338,9138,697078563,24432136736,701645574,711604487,102470,2317473751,0,2808385574,2808385574,2808385574,0,0,13904704011,4221.148000
3mm,5,793039195,10033,19571468,2794,794985057,19574262,15104,18,0,739458471,5537,877888138,13006,19004366,569896,2006,738116376,733639075,1090975,1090760,737029205,42060511474,42177329479,1972930818,13242705398,1468010132,735165906,0,12343572196,23351449007,15820788716,16613827911,877901144,877888138,13006,23355094147,16913,23355104180,19707,850141047,39968932091,869715309,877907845,13006,1240079705,0,1972930818,1972930818,1972930818,0,0,23336833410,7078.956000
3mm,6,1409207278,12281,39366611,1839,1399212778,39368450,20997,0,0,1079639541,7811,1807832645,174795,38518005,850445,3257,1062554637,1070339555,1405323,1399314,1061160515,40706043506,40740708993,6452772622,19310797492,2156042033,1083063946,0,26046852941,37693976079,22750495705,24159702983,1808007440,1807832645,174795,37688434000,22091,37688446281,23930,1786829160,61848149264,1826197610,1807856575,174795,5380701547,0,6452772622,6452772622,6452772622,0,0,37675589052,11421.996000
3mm,7,1983647998,19048,102014335,2644,2019720140,102016979,34473,0,0,1538552933,11345,2696319689,217651,100891495,1125484,4849,1517621834,1522510385,1771963,1757779,1515869275,57334297541,57260482527,9052309914,27059022237,3002742007,1509049295,0,42658083933,59229694710,32043468943,34027116941,2696537340,2696319689,217651,59240333769,33079,59240352817,35723,2585305447,93267469758,2687322426,2696355412,217651,7500775060,0,9052309914,9052309914,9052309914,0,0,59188295040,17944.254000
3mm,8,2777210159,27543,189755331,5284,2773320892,189760615,47950,0,0,2066356401,15520,3803225415,268395,188191699,1568916,7553,2041790489,2040813035,2142633,2148182,2039634977,77811664257,77735931020,12289413385,36922435385,4110644911,2054701209,0,65213827855,87834914779,43448045210,46225255369,3803493810,3803225415,268395,87721164116,50250,87721191659,55534,3612804206,133946447028,3802564821,3803280949,268395,10227453921,0,12289413385,12289413385,12289413385,0,0,87856109914,26609.766000
3mm,9,3732408658,34025,298644458,3559,3738518901,298648017,63857,0,0,2734350814,18021,5227874020,316785,296701754,1946263,9308,2697742917,2700220666,2589910,2587410,2695158581,102568308601,102530486959,16206718946,48638367857,5416032112,2709378315,0,90490826946,120502382760,57185833582,60918242240,5228190805,5227874020,316785,120571809977,64967,120571844002,68526,4922083042,181490086242,5220731059,5227942546,316785,13514907910,0,16206718946,16206718946,16206718946,0,0,120496071275,36486.933000
doitgen,0,713,66,6953,11,90429,6964,106,0,0,541,21,143284,38,-10239,17203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-713,0,143322,143284,38,-66,-11,0,0,-6964,0,0,143284,38,0,0,0,0,0,0,0,0,44.519000
doitgen,1,34257,23,14167,0,1947406,14167,287,0,0,1080,72,2020827,35,-32374,46541,36,16368636,16380375,227455,227196,16141236,681772948,668515099,63453165,270326926,32483708,16532399,0,0,0,-34257,0,2020862,2020827,35,-23,0,0,0,-14167,0,0,2020827,35,0,0,63453165,63453165,63453165,0,0,0,99.279000
doitgen,2,3350648,413,36962,0,3377824,36962,517,0,0,1907,98,3670574,36,-63133,100095,38,31149210,31147670,375457,375658,30773778,1509367156,1485300243,90377805,513592120,61852231,31475441,0,265795982,652703777,640940845,644291493,3670610,3670574,36,652717903,541,652718316,541,3618764,1297009809,3655726,3671115,36,60869098,0,90377805,90377805,90377805,0,0,652654898,202.533000
doitgen,3,9189339,1030,68487,81,9167350,68568,865,0,0,45007,202,9827507,1937,-94631,163199,121,54233243,54313902,577589,576214,53658102,2310524361,2278030914,211582201,902450092,107790988,54389401,0,471106712,1071742815,1109368821,1118558160,9829444,9827507,1937,1072487998,1013,1072489028,1094,9830813,2191047188,9899381,9828601,1937,159336922,0,211582201,211582201,211582201,0,0,1068660373,332.015000
doitgen,4,11060874,984,104418,87,11059615,104505,1062,0,0,11951,417,11388048,34,-125373,229878,212,88034858,87736354,834774,836652,87197413,4266132454,4218268140,257885905,1466601093,175026217,88783711,0,747088927,1840984759,1807833420,1818894294,11388082,11388048,34,1837907702,1236,1837908686,1323,11279578,3656802980,11384083,11389371,34,173179508,0,257885905,257885905,257885905,0,0,1846403895,567.152000
doitgen,5,16840643,1528,144719,33,16865271,144752,3364,0,0,42100,739,17247709,8123,-177769,322521,450,134681477,134789331,1166917,1167742,133515476,5117442916,5056657120,665534382,2264336580,269886441,136624618,0,1314811423,2660109078,2792609327,2809449970,17255832,17247709,8123,2660377736,2801,2660379264,2834,17189934,5469829234,17334686,17250543,8123,534312135,0,665534382,665534382,665534382,0,0,2659395429,818.980000
doitgen,6,24893459,1915,196394,37,24943562,196431,2844,0,0,19439,812,25548597,3729,-229241,425672,387,199986975,199985867,1574644,1574939,198413716,8926805819,8840870543,588141502,3345046743,398443337,201559192,0,1614970270,3916833184,4122847119,4147740578,25552326,25548597,3729,3917312268,2455,3917314183,2492,25328448,8065054761,25524879,25551089,3729,393534628,0,588141502,588141502,588141502,0,0,3907738668,1203.345000
doitgen,7,35692914,2553,256058,17,35722412,256075,3997,0,0,30077,1133,36541910,478,-312928,569003,495,284291236,284244111,2064135,2065198,282225879,11912594882,11791569309,1122485000,4777555091,568500054,287448967,0,2548484807,5628983829,5877456539,5913149453,36542388,36541910,478,5621309361,4403,5621311914,4420,36298902,11534461367,36554977,36546330,478,842561587,0,1122485000,1122485000,1122485000,0,0,5619920424,1725.429000
doitgen,8,49374397,5023,328530,462,49479203,328992,6356,18,0,84572,1705,50587280,333,-421701,750693,919,395010729,394983809,2649081,2649509,392362160,21525985446,21385377233,773193139,6625245308,787238947,397614709,0,3325220217,8835155885,8171173569,8220547966,50587613,50587280,333,8834237264,7580,8834242287,8042,50255075,17054790253,50584067,50595322,333,387192765,0,773193139,773193139,773193139,0,0,8834842737,2705.622000
doitgen,9,551600890,5331,424818,359,552377500,425177,8965,73,0,556368,2512,555228686,20504,-533752,958929,1099,548923135,548688148,3409189,3410456,545512218,24592962591,24384869914,1622334558,9215606700,1095925231,552810064,0,6007897080,12317554158,10524571745,11076172635,555249190,555228686,20504,12318053916,8309,12318059247,8668,554051925,23394231882,554477102,555237354,20504,1081850415,0,1622334558,1622334558,1622334558,0,0,12307698104,3766.413000
