PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TOT_INS,PAPI_REF_CYC,time
0.000530,0.000431,1.524944,0.026000
0.000125,0.000104,1.557352,0.111000
0.000074,0.000043,1.278480,0.207000
0.000040,0.000029,1.273366,0.367000
0.000021,0.000019,1.498631,0.676000
0.000022,0.000014,2.434658,1.587000
0.000017,0.000011,1.500478,1.332000
0.000009,0.000008,1.268462,1.464000
0.000009,0.000006,1.489436,2.181000
0.000014,0.000007,1.488415,2.699000
0.000009,0.000005,1.849179,4.062000
0.000007,0.000004,1.544455,4.023000
0.000006,0.000003,1.637233,5.014000
0.000004,0.000003,1.340426,4.746000
0.000005,0.000003,1.510552,6.158000
0.000005,0.000002,1.564593,7.247000
0.000004,0.000002,1.560676,8.171000
0.000004,0.000002,1.476757,8.653000
0.000004,0.000002,1.431429,9.350000
0.000003,0.000001,1.406571,10.184000
0.000003,0.000001,1.746369,13.929000
0.000003,0.000001,1.367953,11.995000
0.000003,0.000001,1.509919,14.454000
0.000003,0.000001,1.584377,16.496000
0.000003,0.000001,1.459282,16.511000
0.000003,0.000001,1.535376,18.800000
0.000003,0.000001,1.538634,20.294000
0.000002,0.000001,1.475801,20.925000
0.000002,0.000001,1.556523,23.671000
0.000002,0.000001,1.468537,23.911000
0.000002,0.000001,1.508024,26.223000
0.000002,0.000001,1.549774,28.687000
0.000002,0.000001,1.484760,29.252000
0.000002,0.000001,1.528572,31.961000
0.000002,0.000001,1.529002,33.860000
0.000002,0.000001,1.540812,36.108000
0.000002,0.000000,1.469152,36.353000
0.000002,0.000000,1.534178,40.065000
0.000002,0.000000,1.576410,43.356000
0.000002,0.000000,1.436952,41.552000
0.000002,0.000000,1.522003,46.240000
0.000002,0.000000,1.496105,47.732000
0.000002,0.000000,1.518682,50.798000
0.000002,0.000000,1.533543,53.681000
0.000002,0.000000,1.564663,57.277000
0.000002,0.000000,1.435736,54.915000
0.000002,0.000000,1.483038,59.195000
0.000001,0.000000,1.505834,62.697000
0.000001,0.000000,1.502029,65.172000
0.000001,0.000000,1.548375,69.970000
0.000001,0.000000,1.480044,69.579000
0.000002,0.000000,1.522490,74.446000
0.000001,0.000000,1.499021,76.105000
0.000001,0.000000,1.591291,83.877000
0.000001,0.000000,1.576441,86.166000
0.000001,0.000000,1.528704,86.637000
0.000001,0.000000,1.448658,85.049000
0.000001,0.000000,1.483937,90.222000
0.000001,0.000000,1.550733,97.552000
0.000001,0.000000,1.494745,97.234000
0.000001,0.000000,1.585750,106.625000
0.000001,0.000000,1.499789,104.170000
0.000001,0.000000,1.563300,112.143000
0.000001,0.000000,1.549671,114.744000
0.000001,0.000000,1.527887,116.630000
0.000001,0.000000,1.547671,121.829000
0.000001,0.000000,1.547626,125.542000
0.000001,0.000000,1.516981,126.790000
0.000001,0.000000,1.549823,133.331000
0.000001,0.000000,1.550395,137.277000
0.000001,0.000000,1.584858,144.398000
0.000001,0.000000,1.486111,139.244000
0.000001,0.000000,1.562477,150.456000
0.000001,0.000000,1.512126,149.627000
0.000001,0.000000,1.530416,155.528000
