4315,222,278,25,1219,303,146,0,0,1753,537,4158,0,-254,557,138,59948240,60517125,0,0,59948240,394628483,411405608,0,334495973,133252000,67441628,0,433028405,583395402,542875478,542879793,4158,4158,0,586253245,63,586253467,88,1186,1129133260,1489,4246,0,0,0,0,0,0,0,0,583238075,175.419000
4519,310,100,0,1495,100,588,0,0,1730,580,2141,0,-148,248,67,62078408,64420037,0,0,62078408,358829588,388399200,0,333593394,122732427,63342366,0,431600330,588582850,472307150,472311669,2141,2141,0,586343024,477,586343334,477,1147,1058655003,1247,2618,0,0,0,0,0,0,0,0,585523616,175.745000
3119,177,348,54,1032,402,302,97,0,1267,201,2279,0,-137,539,132,68183174,67510730,0,0,68183174,400278129,400863027,0,337677795,134984826,67703844,0,425467135,565178330,532090230,532093349,2279,2279,0,562595096,74,562595273,128,2023,1094688622,2425,2407,0,0,0,0,0,0,0,0,546282595,163.775000
3586,203,617,42,1612,659,224,80,0,568,90,1667,0,78,581,113,69510763,69642090,0,0,69510763,409751212,402831589,0,330893467,132842724,66711674,0,405406307,540587600,512847902,512851488,1667,1667,0,540827335,272,540827538,314,1324,1053679026,1983,1981,0,0,0,0,0,0,0,0,538195660,163.200000
3445,184,49,382,3429,431,71,0,0,435,87,1651,0,94,337,64,65020232,65436123,0,21,65020211,388735296,388803189,0,324250481,130068023,64819674,0,410463557,543843388,508563835,508567280,1651,1651,0,543478644,-128,543478828,254,1994,1052046108,2425,1905,0,0,0,0,0,0,0,0,540439700,164.121000
4488,267,199,25,2917,224,754,66,0,897,142,2305,0,-433,657,156,73680539,71134270,0,0,73680539,404896411,405346733,0,339245427,135147541,67485248,0,416148036,555523566,528280769,528285257,2305,2305,0,554712684,561,554712951,586,3822,1082998208,4046,2891,0,0,0,0,0,0,0,0,548340313,163.534000
3802,273,299,0,2420,299,224,0,0,2150,113,2045,0,213,86,88,63429178,58486028,0,0,63429178,421010879,408916383,0,315535287,115749239,59649079,0,436429037,570188535,468198855,468202657,2045,2045,0,569542477,239,569542750,239,1029,1037745407,1328,2284,0,0,0,0,0,0,0,0,568658820,171.392000
3416,200,154,28,6021,182,599,0,0,443,88,3990,0,-152,334,87,66887779,67447001,0,0,66887779,393552821,398255755,0,327445884,129102763,64572278,0,428425346,571666803,484660970,484664386,3990,3990,0,571285907,276,571286107,304,1224,1055950493,1406,4294,0,0,0,0,0,0,0,0,565190370,170.768000
5411,186,301,0,1763,301,116,0,0,1563,468,1505,0,121,180,67,65736949,64547869,0,0,65736949,404907893,400431651,0,305843924,120117043,61281481,0,466986399,590393155,500222773,500228184,1505,1505,0,586385301,202,586385487,202,956,1086613671,1257,1707,0,0,0,0,0,0,0,0,587605680,177.105000
4576,276,344,0,3201,344,686,0,0,1065,165,5381,175,-470,814,46,63784772,63730993,0,0,63784772,385435715,391341693,0,324305099,126561694,64361639,0,475768772,616481834,517362671,517367247,5556,5381,175,617886701,259,617886977,259,1206,1135254224,1550,5640,175,0,0,0,0,0,0,0,613727580,185.432000
4082,214,632,83,1198,715,145,0,0,2335,89,2567,0,358,357,90,62265494,64337849,0,0,62265494,389409255,396986123,0,326134952,127778287,63817323,0,445206368,582716843,534057539,534061621,2567,2567,0,584598987,116,584599201,199,2029,1118660822,2744,2766,0,0,0,0,0,0,0,0,574753387,174.577000
4611,209,286,53,1905,339,335,57,0,655,130,1977,0,297,42,108,65879706,65153193,0,0,65879706,361002718,353873011,0,311114461,130006944,58008572,0,416737818,560785700,489192993,489197604,1977,1977,0,560607989,226,560608198,279,987,1049805802,1326,2256,0,0,0,0,0,0,0,0,559753131,168.875000
4151,194,363,32,991,395,368,0,0,1778,66,1886,0,263,132,133,69411573,67597858,0,0,69411573,382594454,404523074,0,335457353,124739513,69123074,0,445324454,577441423,484039541,484043692,1886,1886,0,575412190,684,575412384,716,1504,1059456076,1899,2602,0,0,0,0,0,0,0,0,575352832,173.762000
4639,274,262,10,2374,272,344,0,0,345,45,2646,0,-50,322,258,66349710,65479028,0,82,66349658,408729944,408551353,0,339278547,134129515,67279715,0,432735173,565147568,520006941,520011580,2646,2646,0,570467224,473,570467498,483,3512,1090479078,3784,3129,0,0,0,0,0,0,0,0,565156505,171.125000
4043,201,222,0,1696,222,209,60,0,563,112,456,0,-321,543,191,64920122,62800301,0,0,64920122,422507662,406412800,0,318785276,117850539,62972383,0,429494622,569974719,461845990,461850033,456,456,0,567625261,260,567625462,260,595,1029475495,817,716,0,0,0,0,0,0,0,0,567024450,171.064000
4798,194,55,0,905,55,98,0,0,1744,43,1783,0,-120,175,65,60791543,62119925,0,0,60791543,372309108,363353394,0,290681234,119961712,67418631,0,436722447,573579247,524097172,524101970,1783,1783,0,577510787,109,577510981,109,1725,1101612951,1780,1892,0,0,0,0,0,0,0,0,574799852,173.603000
3953,275,183,0,1081,183,236,0,0,394,414,6434,0,-48,231,115,65702781,64884691,0,0,65702781,373166758,374719180,0,338171264,127120298,62266977,0,467195647,595340720,501025942,501029895,6434,6434,0,595140442,89,595140717,89,1539,1096170612,1722,6523,0,0,0,0,0,0,0,0,593124145,178.981000
4368,420,100,21,1060,121,291,121,0,787,157,1437,0,-145,266,156,63095939,62558809,0,0,63095939,366166139,385034182,0,347950553,121541053,61939659,0,445841748,577741010,502988754,502993122,1437,1437,0,577414402,376,577414822,397,2150,1080407944,2271,1834,0,0,0,0,0,0,0,0,576832346,173.933000
3316,239,21,0,2175,21,254,0,0,2004,596,835,0,-637,658,43,66334112,66784252,0,0,66334112,370497195,395049438,0,345644999,130340908,64052927,0,441130294,576969998,526341394,526344710,835,835,0,576742126,130,576742365,130,849,1103087075,870,965,0,0,0,0,0,0,0,0,575010488,173.285000
3377,163,390,44,835,434,188,69,0,454,116,1188,0,390,44,68,59452083,67119633,0,0,59452083,385568012,389899253,0,335088531,133788246,66681387,0,420361195,560105380,531048127,531051504,1188,1188,0,559008203,296,559008366,340,3174,1090059870,3608,1528,0,0,0,0,0,0,0,0,552667752,166.971000
6155,364,153,0,2481,153,373,0,0,718,84,1866,121,-377,530,89,67295538,64966241,0,0,67295538,394702111,393560425,0,323256200,129646020,65347378,0,505481165,637057246,516371733,516377888,1987,1866,121,631137218,346,631137582,346,1927,1147515470,2080,2212,121,0,0,0,0,0,0,0,625658544,188.666000
4627,263,111,26,3383,137,363,0,0,1158,206,4121,0,-1016,1153,138,66442158,67003885,0,0,66442158,395345608,391506733,0,322640515,129638491,64718222,0,493075849,636603689,523692657,523697284,4121,4121,0,636675109,118,636675372,144,1209,1160372656,1346,4265,0,0,0,0,0,0,0,0,635385140,188.557000
4580,209,93,0,3603,93,355,0,0,1106,498,5910,0,-555,648,168,62237987,65967264,0,0,62237987,418684218,406523069,0,315968665,127569873,63531845,0,481573544,603554922,544778886,544783466,5910,5910,0,599287047,345,599287256,345,1578,1144070722,1671,6255,0,0,0,0,0,0,0,0,601641834,178.391000
3044,188,208,0,2168,208,218,68,0,440,65,436,0,-258,466,65,59586226,58624175,0,0,59586226,401666079,405094530,0,326868263,116565415,62902891,0,444299343,574810506,543521143,543524187,436,436,0,574979718,175,574979906,175,1276,1118504093,1484,611,0,0,0,0,0,0,0,0,571638334,173.385000
4673,183,42,0,2358,42,169,0,0,652,86,1201,0,-63,105,64,65993910,66045750,0,0,65993910,391026860,389994898,0,325021678,130039017,65011492,0,415866875,554681125,507523716,507528389,1201,1201,0,554675617,380,554675800,380,2027,1062204189,2069,1581,0,0,0,0,0,0,0,0,553790671,167.252000
6119,507,333,0,1259,333,312,0,0,574,374,6920,0,16,317,99,66193179,65951227,0,0,66193179,402344742,404355214,0,339194470,132564978,64579689,0,468493355,576070537,494045488,494051607,6920,6920,0,620236141,771,620236648,771,4011,1114288255,4344,7691,0,0,0,0,0,0,0,0,622477123,187.627000
4476,250,217,22,1050,239,275,0,0,1869,178,3910,0,107,132,66,65197137,65604665,0,0,65197137,376727928,392548715,0,342177756,129315774,63831227,0,437565341,575651753,475672075,475676551,3910,3910,0,578059357,374,578059607,396,2886,1053736158,3125,4306,0,0,0,0,0,0,0,0,574564278,173.376000
3929,149,307,11,1850,318,263,0,0,1972,134,2195,0,208,110,88,69591222,62407714,0,0,69591222,377083655,376390849,0,308313901,124953794,65247800,0,436464770,580501744,509887714,509891643,2195,2195,0,579273308,230,579273457,241,1331,1089165100,1649,2436,0,0,0,0,0,0,0,0,578496772,174.520000
3342,292,244,0,1016,244,280,0,0,466,378,6186,0,80,164,46,66488149,63639131,0,0,66488149,398068632,390432748,0,323833457,133644410,64306826,0,481773751,616403827,513205990,513209332,6186,6186,0,616252611,374,616252903,374,1204,1129462235,1448,6560,0,0,0,0,0,0,0,0,614550084,185.436000
3495,158,76,11,1373,87,136,44,0,329,65,1539,0,22,65,65,64996698,62942018,0,0,64996698,361341566,358885845,0,312792594,126457070,61555089,0,431423139,578693637,582560684,582564179,1539,1539,0,577592198,142,577592356,153,1094,1160156535,1181,1692,0,0,0,0,0,0,0,0,576435681,173.989000
5702,225,22,0,702,22,518,0,0,1506,484,888,0,-22,44,371,62117284,59319808,0,0,62117284,429933855,432045857,0,339440255,117454473,60138891,0,443563749,580309671,480632661,480638363,888,888,0,583814628,534,583814853,534,3564,1064453216,3586,1422,0,0,0,0,0,0,0,0,579540733,175.200000
3219,151,223,11,799,234,96,0,0,234,97,2088,120,-345,579,46,64247591,62382594,0,0,64247591,384320490,386887406,0,328086599,128881969,62758657,0,486918617,620555389,529343867,529347086,2208,2088,120,620553340,82,620553491,93,748,1149900577,982,2181,120,0,0,0,0,0,0,0,620326860,186.989000
7626,594,92,0,711,92,91,0,0,1499,632,8976,0,-87,179,44,60879108,60992819,0,0,60879108,367468103,397539487,0,359693972,132879274,60691983,0,460399636,583654826,487237882,487245508,8976,8976,0,588950088,88,588950682,88,551,1076196190,643,9064,0,0,0,0,0,0,0,0,583857501,176.676000
3820,247,109,0,860,109,66,71,0,219,111,1889,0,-89,198,43,58880585,58570011,0,0,58880585,411844744,412491688,0,334220238,137838995,64204529,0,432389026,572476401,538261983,538265803,1889,1889,0,570902425,664,570902672,664,1763,1109168475,1872,2553,0,0,0,0,0,0,0,0,569425982,172.193000
6448,600,93,0,679,93,120,0,0,3478,112,624,0,4,89,44,69374437,61161419,0,0,69374437,363366086,380905484,0,342114619,133002497,69574729,0,451118039,581941219,490120946,490127394,624,624,0,583819519,1200,583820119,1200,12504,1073947513,12597,1824,0,0,0,0,0,0,0,0,580745649,175.101000
4468,445,91,0,1498,91,259,0,0,1646,566,2548,0,-198,289,88,73143775,74358170,0,0,73143775,394454791,388159140,0,323366612,127272552,68287881,0,432180652,575601650,522066987,522071455,2548,2548,0,576671971,469,576672416,469,2285,1098743871,2376,3017,0,0,0,0,0,0,0,0,575771765,173.689000
3556,193,88,0,886,88,170,0,0,1819,66,882,0,-266,354,87,62285371,60755953,0,0,62285371,403717895,385587720,0,319310463,141200658,68002021,0,441104335,581667813,475626022,475629578,882,882,0,582094535,198,582094728,198,1833,1057724306,1921,1080,0,0,0,0,0,0,0,0,580486532,175.207000
3907,251,22,0,1316,22,176,0,0,2081,66,528,0,-266,288,66,65168468,66512785,0,0,65168468,366230934,384692876,0,320862049,130796207,63212283,0,452895915,580532776,541775561,541779468,528,528,0,581629999,43,581630250,43,2342,1123409718,2364,571,0,0,0,0,0,0,0,0,578637775,175.110000
3853,353,47,0,1322,47,492,0,0,603,119,1684,109,-630,677,194,66356095,64589607,0,193,66355986,383291199,381469877,0,320047158,127061911,64115700,0,482147589,626978422,513374998,513378851,1793,1684,109,628323130,313,628323483,313,3597,1141702334,3644,1997,109,0,0,0,0,0,0,0,626091510,188.472000
7660,743,457,0,7512,457,760,0,0,2201,330,5073,0,-515,972,292,64090108,63993358,0,0,64090108,703783972,703320600,191777420,383663216,127921620,63990924,63982269,1710853851,1918506786,605076700,605084360,5073,5073,0,1918657640,926,1918658383,926,7106,2523742743,7563,5999,0,2188,64108132,191777420,191777420,191777420,0,0,1920689022,579.167000
8658,1236,163,0,5689,163,592,0,0,3672,441,2675,0,-994,1157,536,64143765,64117604,0,0,64143765,705671315,704563403,192128534,384037841,128295243,64120807,63997768,1712805248,1877307118,578384498,578393156,2675,2675,0,1879290178,418,1879291414,418,3056,2457684570,3219,3093,0,0,64067727,192128534,192128534,192128534,0,0,1921317445,580.641000
10367,1134,111,0,6877,111,1573,0,0,1095,237,12412,0,-1778,1889,404,64398118,64418465,0,0,64398102,699096927,696146799,187464115,375651059,125544968,62629348,63421294,1719163096,1930461036,608988907,608999274,12412,12412,0,1928892602,1336,1928893736,1336,7251,2537893010,7362,13748,0,0,64405189,187464115,187464115,187464115,0,0,1919082260,582.775000
6831,1228,151,0,2849,151,1434,0,0,4046,424,9626,0,-745,896,649,63943300,63939183,0,0,63943300,702785133,703648254,191741906,383972386,128166108,64115735,64024106,1711604223,1912755892,605029730,605036561,9626,9626,0,1923079526,2144,1923080754,2144,14524,2528117315,14675,11770,0,0,64078650,191741906,191741906,191741906,0,0,1914221752,579.861000
