0,2249608336,10748,96337536,275,2246335373,96337811,13641,573945,0,1573436262,26367,2536630783,712215,94321683,2016128,3229,1009050756,1008799971,722352,722265,1008328158,38394868724,38392766304,6065698254,18199599143,2020649350,1011397052,0,29450418575,40277762508,21013338242,23262946578,2537342998,2536630783,712215,40255214179,20413,40255224927,20688,2458570481,63518171505,2554908292,2536651471,712215,5067696664,721777,6065698254,6065698254,6065698254,0,0,40265202222,12191.915000
0,2249235305,10544,96534990,475,2237297360,96535465,14067,556221,0,1615755108,26006,2541796633,712115,94614344,1921121,3037,1012013355,1010719919,722488,724618,1011290627,38338421661,38292255628,6062965007,18202848385,2025995160,1012209690,0,29346946657,40198252529,20957507775,23206743080,2542508748,2541796633,712115,40187636631,19734,40187647175,20209,2458482698,63394390255,2555018163,2541816842,712115,5075148802,718598,6062965007,6062965007,6062965007,0,0,40186972026,12171.380000
0,2251219644,10815,96210231,219,2247627813,96210450,150968,575232,0,1582672909,26944,2544227967,715403,94192158,2018292,3412,1011501734,1011552775,722549,724840,1010777932,38384639363,38288699529,6048414598,18171217676,2027581837,1012540357,0,29410204614,40252220402,20913492276,23164711920,2544943370,2544227967,715403,40238699555,20322,40238710370,20541,2454788817,63403422290,2550999267,2544248508,715403,5072685515,723023,6048414598,6048414598,6048414598,0,0,40238929483,12180.230000
0,2250016436,10836,96982426,1119,2238117271,96983545,12925,566772,0,1626245017,23977,2562359971,717098,94985788,1997757,3249,1017010255,1012587542,720613,723222,1016287014,38431626442,38319404186,6058073640,18147048725,2021961761,1014121904,0,29442512962,40248319608,20933161979,23183178415,2563077069,2562359971,717098,40353522687,19214,40353533523,20333,2448997101,63536711938,2545980646,2562380304,717098,5055164884,726041,6058073640,6058073640,6058073640,0,0,40339325534,12210.469000
0,2251498605,11133,96509946,475,2235089940,96510421,12471,572726,0,1611155741,25895,2534841801,711958,94618881,1891540,3205,1011925739,1011186861,724349,724340,1011203465,38419394099,38314850014,6067565758,18224688967,2027704688,1011678323,0,29372836278,40242732594,21015594853,23267093458,2535553759,2534841801,711958,40207646449,19964,40207657582,20439,2456513743,63474751040,2553024164,2534862240,711958,5062746935,719230,6067565758,6067565758,6067565758,0,0,40208368846,12173.746000
1,2253019573,10711,99235012,2137,2244382105,99237149,17987,575172,0,1603359480,4791,2532827522,714611,96714217,2522932,3096,1026932891,1033482747,4921116,724082,1026211098,38339137333,38384480732,6070975587,18231630098,2028767552,1016444980,0,29636175646,40506343771,20970715487,23223735060,2533542133,2532827522,714611,40461913988,18103,40461924699,20240,2455819499,63685659759,2555056648,2532847762,714611,5057832071,0,6070975587,6070975587,6070975587,0,0,40493597460,12255.814000
1,2249765459,10825,97759686,881,2245775870,97760567,21875,558913,0,1608297555,4922,2546993098,714740,95263622,2496945,2993,1022007250,1028610658,9601699,725516,1021284400,38403291055,38403910067,6054698727,18205170439,2026972870,1012213479,0,29499421662,40374335767,20955499427,23205264886,2547707838,2546993098,714740,40351869028,18716,40351879853,19597,2451868354,63557144739,2549628921,2547012695,714740,5074897409,0,6054698727,6054698727,6054698727,0,0,40343118800,12218.989000
1,2250545533,9702,97984628,1470,2241296155,97986098,20109,570630,0,1586314834,4610,2535116041,718665,95454446,2531652,3105,1024831794,1032386117,5133901,719861,1024110022,38417926010,38445505448,6072071905,18223825158,2024236428,1012428200,0,29480082768,40367119527,20998537310,23249082843,2535834706,2535116041,718665,40377142851,18555,40377152553,20025,2469119833,63626235396,2567105931,2535136066,718665,5060409493,0,6072071905,6072071905,6072071905,0,0,40371124779,12219.725000
1,2251174884,10558,96490623,620,2249567882,96491243,20031,550514,0,1577877920,4734,2532729549,717956,93977355,2513888,3035,1018769275,1030451468,9112526,722942,1018047522,38400683359,38339536061,6061499625,18188554663,2023045943,1011219198,0,29459402241,40315211589,20994438838,23245613722,2533447505,2532729549,717956,40320026948,18618,40320037506,19238,2465670093,63565651228,2562161336,2532748787,717956,5075413650,0,6061499625,6061499625,6061499625,0,0,40318028619,12202.902000
1,2252991779,9929,97240283,1376,2241041387,97241659,18396,560860,0,1584177300,4938,2534873545,718163,94752000,2489659,3102,1019133995,1029209829,4735641,718811,1018415816,38364038717,38305613272,6059616272,18203678900,2028791684,1015371864,0,29483882002,40354210850,21001721158,23254712937,2535591708,2534873545,718163,40352618143,18009,40352628072,19385,2466222209,63607341009,2563463868,2534892930,718163,5072502480,0,6059616272,6059616272,6059616272,0,0,40343443558,12212.106000
2,3662219175,25488,51398181,1883,3658012710,51400064,47427,128985,0,2902238844,6704,4569696549,1301382,-668712307,720112371,4487,1447431674,1444301498,1443794,1446029,1445985793,55768427432,55486346663,8668326823,25970073154,2885216519,1447839495,1071,43083991918,59270890863,29864466368,33526685543,4570997931,4569696549,1301382,59183443085,49958,59183468573,51841,4527016205,92710154116,4578416269,4569748390,1301382,7210205658,1082000,8668326823,8668326823,8668326823,0,0,59236651158,17910.255000
2,3663757045,27049,52579302,2545,3662350937,52581847,51724,111797,0,2904771490,6846,4609217778,1157859,-667986074,720567921,4611,1448125971,1444300948,1444695,1448348,1446678065,55729264587,55409930821,8659203698,25946995331,2885900489,1447516188,1570,43016209964,59194004466,29775271990,33439029035,4610375637,4609217778,1157859,59101636674,50777,59101663723,53322,4557269276,92540692758,4609851123,4609271100,1157859,7207207682,1081424,8659203698,8659203698,8659203698,0,0,59156007726,17891.300000
