2,3667356704,28507,51981713,2084,3673463594,51983797,43936,166819,0,2899368555,6935,4601400175,1309598,-668871115,720854912,4537,1446604141,1441819851,1442515,1447661,1445156277,55772360141,55464764321,8657212170,25929563072,2884822637,1447343954,1501,42985913653,59181942601,29789042750,33456399454,4602709773,4601400175,1309598,59091456839,53102,59091485346,55186,4545135343,92547884800,4597119140,4601455361,1309598,7218437232,857537,8657212170,8657212170,8657212170,0,0,59168673598,17886.843000
2,3663193406,25929,52051868,2326,3671617765,52054194,50037,185458,0,2902695170,6701,4590091538,1199204,-668571381,720625575,4602,1445712636,1442523364,1442871,1461570,1444250613,55787250597,55473081523,8657343302,25909963574,2884136259,1447627318,1403,43031534966,59257571132,29834169323,33497362729,4591290742,4590091538,1199204,59183554879,52082,59183580808,54408,4531863730,92680943537,4583917924,4590145946,1199204,7223144959,1119574,8657343302,8657343302,8657343302,0,0,59230819404,17905.691000
2,3667349345,26445,51562053,2331,3673729087,51564384,53475,112218,0,2899616216,6802,4641895141,1204580,-667889552,719453936,4586,1446966294,1443780982,1442797,1464599,1445497896,55773252711,55450597942,8650630703,25916607313,2886561515,1448218489,1165,43130301000,59313105829,29806582834,33473932179,4643099721,4641895141,1204580,59229986443,51125,59230012888,53456,4590336191,92703945067,4641900575,4641948597,1204580,7232402848,851866,8650630703,8650630703,8650630703,0,0,59300891645,17926.395000
3,45464,55,268255,45,260514,268300,0,0,0,0,0,0,0,268300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45464,0,0,0,0,-55,-45,0,0,-268300,0,0,0,0,0,0,0,0,0,0,0,0,42.080000
3,51623,53,266946,48,268013,266994,0,0,0,0,0,0,0,266994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51623,0,0,0,0,-53,-48,0,0,-266994,0,0,0,0,0,0,0,0,0,0,0,0,41.233000
3,37122,52,268288,42,270787,268330,0,0,0,0,0,0,0,268330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37122,0,0,0,0,-52,-42,0,0,-268330,0,0,0,0,0,0,0,0,0,0,0,0,42.385000
3,21072,52,268271,34,275102,268305,0,0,0,0,0,0,0,268305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21072,0,0,0,0,-52,-34,0,0,-268305,0,0,0,0,0,0,0,0,0,0,0,0,42.041000
3,43,6,0,0,0,0,0,0,0,3311,4,728903,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,728949,728903,46,-6,0,0,0,0,0,0,728903,46,0,0,0,0,0,0,0,0,41.369000
4,3850964982,35634,307797770,5160,3856583511,307802930,64843,0,0,2531944446,8365,5576156068,296,306361555,1441375,8144,2668518592,2671316881,3928893,4039850,2664514826,104136733685,103944274196,16001982366,48002593733,5333265459,2674399468,0,73570840069,104791930380,56626107098,60477072080,5576156364,5576156068,296,104847645089,66058,104847680723,71218,5248912568,165324752803,5556715498,5576227286,296,13346720704,1975385,16001982366,16001982366,16001982366,0,0,104839515668,115256.208000
4,
